Time,CO2_ppm,CO_ppm,Corr_CO2_ppm,delta_CO2_ppm,delta_CO_ppm
11:15:02 AM,458,0,404.979536,,0
11:15:03 AM,457,0.14,403.8501771,,0
11:15:04 AM,457,0.07,403.8501771,,0
11:15:05 AM,457,0,403.8501771,,0
11:15:06 AM,457,0.2,403.8501771,,0
11:15:07 AM,457,0.2,403.8501771,,0
11:15:08 AM,458,0.07,404.979536,,0
11:15:09 AM,458,0,404.979536,,0
11:15:10 AM,458,0.14,404.979536,,0
11:15:11 AM,459,0.27,406.1088949,,0
11:15:12 AM,459,0,406.1088949,,0
11:15:13 AM,459,0.07,406.1088949,,0
11:15:14 AM,459,0.07,406.1088949,,0
11:15:15 AM,459,0.14,406.1088949,,0
11:15:16 AM,459,0.07,406.1088949,,0
11:15:17 AM,458,0.14,404.979536,,0
11:15:18 AM,457,0,403.8501771,,0
11:15:19 AM,457,0,403.8501771,,0
11:15:20 AM,457,0.07,403.8501771,,0
11:15:21 AM,457,0,403.8501771,,0
11:15:22 AM,457,0.14,403.8501771,,0
11:15:23 AM,457,0.07,403.8501771,,0
11:15:24 AM,457,0.2,403.8501771,,0
11:15:25 AM,456,0.07,402.7208181,,0
11:15:26 AM,457,0.14,403.8501771,,0
11:15:27 AM,457,0,403.8501771,,0
11:15:28 AM,457,0.07,403.8501771,,0
11:15:29 AM,457,0,403.8501771,,0
11:15:30 AM,456,0.27,402.7208181,,0
11:15:31 AM,455,0.27,401.5914592,,0
11:15:32 AM,455,0,401.5914592,,0
11:15:33 AM,456,0,402.7208181,,0
11:15:34 AM,455,0.14,401.5914592,,0
11:15:35 AM,457,0.27,403.8501771,,0
11:15:36 AM,457,0,403.8501771,,0
11:15:37 AM,457,0.07,403.8501771,,0
11:15:38 AM,457,0,403.8501771,,0
11:15:39 AM,457,0,403.8501771,,0
11:15:40 AM,457,0.07,403.8501771,,0
11:15:41 AM,457,0,403.8501771,,0
11:15:42 AM,457,0.14,403.8501771,,0
11:15:43 AM,457,0.07,403.8501771,,0
11:15:44 AM,457,0,403.8501771,,0
11:15:45 AM,457,0,403.8501771,,0
11:15:46 AM,457,0.07,403.8501771,,0
11:15:47 AM,457,0.14,403.8501771,,0
11:15:48 AM,457,0.2,403.8501771,,0
11:15:49 AM,457,0,403.8501771,,0
11:15:50 AM,457,0,403.8501771,,0
11:15:51 AM,458,0,404.979536,,0
11:15:52 AM,458,0.14,404.979536,,0
11:15:53 AM,458,0,404.979536,,0
11:15:54 AM,458,0,404.979536,,0
11:15:55 AM,458,0,404.979536,,0
11:15:56 AM,458,0,404.979536,,0
11:15:57 AM,459,0,406.1088949,,0
11:15:58 AM,459,0.2,406.1088949,,0
11:15:59 AM,459,0.27,406.1088949,,0
11:16:00 AM,459,0,406.1088949,,0
11:16:01 AM,459,0,406.1088949,,0
11:16:02 AM,459,0,406.1088949,,0
11:16:03 AM,459,0.14,406.1088949,,0
11:16:04 AM,459,0.27,406.1088949,,0
11:16:05 AM,459,0,406.1088949,,0
11:16:06 AM,459,0.2,406.1088949,,0
11:16:07 AM,459,0.27,406.1088949,,0
11:16:08 AM,459,0,406.1088949,,0
11:16:09 AM,460,0.07,407.2382539,,0
11:16:10 AM,460,0.14,407.2382539,,0
11:16:11 AM,460,0,407.2382539,,0
11:16:12 AM,460,0.14,407.2382539,,0
11:16:13 AM,460,0.27,407.2382539,,0
11:16:14 AM,460,0.07,407.2382539,,0
11:16:15 AM,460,0,407.2382539,,0
11:16:16 AM,460,0,407.2382539,,0
11:16:17 AM,460,0,407.2382539,,0
11:16:18 AM,460,0,407.2382539,,0
11:16:19 AM,460,0.07,407.2382539,,0
11:16:20 AM,460,0.07,407.2382539,,0
11:16:21 AM,460,0.14,407.2382539,,0
11:16:22 AM,460,0,407.2382539,,0
11:16:23 AM,460,0,407.2382539,,0
11:16:24 AM,459,0.14,406.1088949,,0
11:16:25 AM,460,0.2,407.2382539,,0
11:16:26 AM,459,0.2,406.1088949,,0
11:16:27 AM,459,0,406.1088949,,0
11:16:28 AM,460,0.34,407.2382539,,0
11:16:29 AM,460,0,407.2382539,,0
11:16:30 AM,460,0.14,407.2382539,,0
11:16:31 AM,460,0,407.2382539,,0
11:16:32 AM,460,0.07,407.2382539,,0
11:16:33 AM,460,0.2,407.2382539,,0
11:16:34 AM,460,0.2,407.2382539,,0
11:16:35 AM,460,0,407.2382539,,0
11:16:36 AM,460,0.07,407.2382539,,0
11:16:37 AM,460,0.2,407.2382539,,0
11:16:38 AM,460,0,407.2382539,,0
11:16:39 AM,460,0,407.2382539,,0
11:16:40 AM,460,0,407.2382539,,0
11:16:41 AM,460,0,407.2382539,,0
11:16:42 AM,460,0,407.2382539,,0
11:16:43 AM,460,0.14,407.2382539,,0
11:16:44 AM,460,0.34,407.2382539,,0
11:16:45 AM,460,0,407.2382539,,0
11:16:46 AM,460,0.2,407.2382539,,0
11:16:47 AM,460,0.41,407.2382539,,0
11:16:48 AM,459,0.2,406.1088949,,0
11:16:49 AM,459,0,406.1088949,,0
11:16:50 AM,459,0.2,406.1088949,,0
11:16:51 AM,459,0.07,406.1088949,,0
11:16:52 AM,459,0.14,406.1088949,,0
11:16:53 AM,459,0.07,406.1088949,,0
11:16:54 AM,459,0,406.1088949,,0
11:16:55 AM,459,0.14,406.1088949,,0
11:16:56 AM,459,0.2,406.1088949,,0
11:16:57 AM,459,0.2,406.1088949,,0
11:16:58 AM,459,0.2,406.1088949,,0
11:16:59 AM,459,0,406.1088949,,0
11:17:00 AM,458,0.07,404.979536,,0
11:17:01 AM,458,0.07,404.979536,,0
11:17:02 AM,457,0.2,403.8501771,,0
11:17:03 AM,458,0.2,404.979536,,0
11:17:04 AM,458,0.07,404.979536,,0
11:17:05 AM,458,0.14,404.979536,,0
11:17:06 AM,459,0,406.1088949,,0
11:17:07 AM,458,0.27,404.979536,,0
11:17:08 AM,458,0,404.979536,,0
11:17:09 AM,458,0.34,404.979536,,0
11:17:10 AM,458,0.2,404.979536,,0
11:17:11 AM,458,0.07,404.979536,,0
11:17:12 AM,458,0.14,404.979536,,0
11:17:13 AM,459,0.14,406.1088949,,0
11:17:14 AM,458,0,404.979536,,0
11:17:15 AM,458,0.14,404.979536,,0
11:17:16 AM,458,0,404.979536,,0
11:17:17 AM,458,0.2,404.979536,,0
11:17:18 AM,458,0,404.979536,,0
11:17:19 AM,458,0.14,404.979536,,0
11:17:20 AM,460,0.27,407.2382539,,0
11:17:21 AM,460,0,407.2382539,,0
11:17:22 AM,459,0.2,406.1088949,,0
11:17:23 AM,459,0,406.1088949,,0
11:17:24 AM,459,0.07,406.1088949,,0
11:17:25 AM,460,0,407.2382539,,0
11:17:26 AM,459,0,406.1088949,,0
11:17:27 AM,459,0.2,406.1088949,,0
11:17:28 AM,459,0.34,406.1088949,,0
11:17:29 AM,460,0,407.2382539,,0
11:17:30 AM,460,0.07,407.2382539,,0
11:17:31 AM,459,0,406.1088949,,0
11:17:32 AM,460,0,407.2382539,,0
11:17:33 AM,460,0,407.2382539,,0
11:17:34 AM,460,0.14,407.2382539,,0
11:17:35 AM,460,0,407.2382539,,0
11:17:36 AM,459,0.07,406.1088949,,0
11:17:37 AM,459,0,406.1088949,,0
11:17:38 AM,459,0.07,406.1088949,,0
11:17:39 AM,459,0,406.1088949,,0
11:17:40 AM,459,0,406.1088949,,0
11:17:41 AM,459,0.07,406.1088949,,0
11:17:42 AM,459,0,406.1088949,,0
11:17:43 AM,459,0.27,406.1088949,,0
11:17:44 AM,460,0.14,407.2382539,,0
11:17:45 AM,459,0.14,406.1088949,,0
11:17:46 AM,460,0.27,407.2382539,,0
11:17:47 AM,460,0.27,407.2382539,,0
11:17:48 AM,459,0,406.1088949,,0
11:17:49 AM,460,0.07,407.2382539,,0
11:17:50 AM,460,0.07,407.2382539,,0
11:17:51 AM,461,0,408.3676128,,0
11:17:52 AM,460,0,407.2382539,,0
11:17:53 AM,460,0,407.2382539,,0
11:17:54 AM,460,0,407.2382539,,0
11:17:55 AM,460,0.14,407.2382539,,0
11:17:56 AM,459,0.41,406.1088949,,0
11:17:57 AM,459,0,406.1088949,,0
11:17:58 AM,459,0.41,406.1088949,,0
11:17:59 AM,459,0,406.1088949,,0
11:18:00 AM,459,0,406.1088949,,0
11:18:01 AM,458,0,404.979536,,0
11:18:02 AM,458,0,404.979536,,0
11:18:03 AM,458,0,404.979536,,0
11:18:04 AM,459,0,406.1088949,,0
11:18:05 AM,461,0,408.3676128,,0
11:18:06 AM,461,0.14,408.3676128,,0
11:18:07 AM,460,0,407.2382539,,0
11:18:08 AM,459,0.2,406.1088949,,0
11:18:09 AM,459,0.14,406.1088949,,0
11:18:10 AM,459,0.27,406.1088949,,0
11:18:11 AM,458,0,404.979536,,0
11:18:12 AM,459,0,406.1088949,,0
11:18:13 AM,458,0,404.979536,,0
11:18:14 AM,458,0,404.979536,,0
11:18:15 AM,457,0,403.8501771,,0
11:18:16 AM,456,0,402.7208181,,0
11:18:17 AM,455,0,401.5914592,,0
11:18:18 AM,455,0,401.5914592,,0
11:18:19 AM,455,0.34,401.5914592,,0
11:18:20 AM,455,0.27,401.5914592,,0
11:18:21 AM,457,0.14,403.8501771,,0
11:18:22 AM,457,0,403.8501771,,0
11:18:23 AM,457,0.07,403.8501771,,0
11:18:24 AM,457,0.14,403.8501771,,0
11:18:25 AM,457,0.14,403.8501771,,0
11:18:26 AM,457,0.07,403.8501771,,0
11:18:27 AM,456,0.2,402.7208181,,0
11:18:28 AM,456,0.2,402.7208181,,0
11:18:29 AM,456,0.07,402.7208181,,0
11:18:30 AM,456,0,402.7208181,,0
11:18:31 AM,456,0.07,402.7208181,,0
11:18:32 AM,456,0.07,402.7208181,,0
11:18:33 AM,455,0,401.5914592,,0
11:18:34 AM,455,0.2,401.5914592,,0
11:18:35 AM,455,0.41,401.5914592,,0
11:18:36 AM,455,0,401.5914592,,0
11:18:37 AM,455,0.2,401.5914592,,0
11:18:38 AM,455,0,401.5914592,,0
11:18:39 AM,454,0.07,400.4621002,,0
11:18:40 AM,453,0,399.3327413,,0
11:18:41 AM,453,0.14,399.3327413,,0
11:18:42 AM,453,0.2,399.3327413,,0
11:18:43 AM,453,0.2,399.3327413,,0
11:18:44 AM,453,0.27,399.3327413,,0
11:18:45 AM,454,0.34,400.4621002,,0
11:18:46 AM,454,0.14,400.4621002,,0
11:18:47 AM,454,0.27,400.4621002,,0
11:18:48 AM,454,0.07,400.4621002,,0
11:18:49 AM,454,0,400.4621002,,0
11:18:50 AM,454,0.27,400.4621002,,0
11:18:51 AM,453,0.27,399.3327413,,0
11:18:52 AM,453,0,399.3327413,,0
11:18:53 AM,453,0.07,399.3327413,,0
11:18:54 AM,454,0.07,400.4621002,,0
11:18:55 AM,454,0.07,400.4621002,,0
11:18:56 AM,455,0.14,401.5914592,,0
11:18:57 AM,455,0,401.5914592,,0
11:18:58 AM,455,0.07,401.5914592,,0
11:18:59 AM,455,0.27,401.5914592,,0
11:19:00 AM,456,0,402.7208181,,0
11:19:01 AM,455,0.27,401.5914592,,0
11:19:02 AM,455,0.14,401.5914592,,0
11:19:03 AM,455,0.07,401.5914592,,0
11:19:04 AM,455,0.14,401.5914592,,0
11:19:05 AM,455,0,401.5914592,,0
11:19:06 AM,455,0,401.5914592,,0
11:19:07 AM,455,0,401.5914592,,0
11:19:08 AM,455,0,401.5914592,,0
11:19:09 AM,455,0,401.5914592,,0
11:19:10 AM,455,0.2,401.5914592,,0
11:19:11 AM,455,0.2,401.5914592,,0
11:19:12 AM,455,0.41,401.5914592,,0
11:19:13 AM,455,0.27,401.5914592,,0
11:19:14 AM,456,0.07,402.7208181,,0
11:19:15 AM,456,0,402.7208181,,0
11:19:16 AM,456,0.14,402.7208181,,0
11:19:17 AM,456,0.07,402.7208181,,0
11:19:18 AM,456,0.27,402.7208181,,0
11:19:19 AM,456,0,402.7208181,,0
11:19:20 AM,456,0.07,402.7208181,,0
11:19:21 AM,456,0,402.7208181,,0
11:19:22 AM,456,0,402.7208181,,0
11:19:23 AM,456,0.14,402.7208181,,0
11:19:24 AM,456,0.14,402.7208181,,0
11:19:25 AM,456,0,402.7208181,,0
11:19:26 AM,455,0,401.5914592,,0
11:19:27 AM,455,0,401.5914592,,0
11:19:28 AM,456,0.07,402.7208181,,0
11:19:29 AM,456,0.07,402.7208181,,0
11:19:30 AM,455,0.2,401.5914592,,0
11:19:31 AM,455,0,401.5914592,,0
11:19:32 AM,455,0,401.5914592,,0
11:19:33 AM,455,0.14,401.5914592,,0
11:19:34 AM,455,0.07,401.5914592,,0
11:19:35 AM,455,0,401.5914592,,0
11:19:36 AM,455,0.07,401.5914592,,0
11:19:37 AM,455,0,401.5914592,,0
11:19:38 AM,456,0.27,402.7208181,,0
11:19:39 AM,455,0.2,401.5914592,,0
11:19:40 AM,455,0.07,401.5914592,,0
11:19:41 AM,455,0.27,401.5914592,,0
11:19:42 AM,456,0.07,402.7208181,,0
11:19:43 AM,456,0.07,402.7208181,,0
11:19:44 AM,456,0.27,402.7208181,,0
11:19:45 AM,455,0.14,401.5914592,,0
11:19:46 AM,455,0,401.5914592,,0
11:19:47 AM,455,0.27,401.5914592,,0
11:19:48 AM,455,0.14,401.5914592,,0
11:19:49 AM,455,0.14,401.5914592,,0
11:19:50 AM,455,0.27,401.5914592,,0
11:19:51 AM,456,0.27,402.7208181,,0
11:19:52 AM,456,0.14,402.7208181,,0
11:19:53 AM,455,0,401.5914592,,0
11:19:54 AM,455,0,401.5914592,,0
11:19:55 AM,455,0,401.5914592,,0
11:19:56 AM,455,0,401.5914592,,0
11:19:57 AM,455,0.07,401.5914592,,0
11:19:58 AM,455,0.07,401.5914592,,0
11:19:59 AM,455,0.41,401.5914592,,0
11:20:00 AM,455,0,401.5914592,,0
11:20:01 AM,455,0.34,401.5914592,,0
11:20:02 AM,455,0.14,401.5914592,,0
11:20:03 AM,455,0.07,401.5914592,,0
11:20:04 AM,455,0.34,401.5914592,,0
11:20:05 AM,454,0.41,400.4621002,,0
11:20:06 AM,454,0.2,400.4621002,,0
11:20:07 AM,454,0,400.4621002,,0
11:20:08 AM,454,0.07,400.4621002,,0
11:20:09 AM,454,0,400.4621002,,0
11:20:10 AM,454,0.07,400.4621002,,0
11:20:11 AM,455,0,401.5914592,,0
11:20:12 AM,455,0.14,401.5914592,,0
11:20:13 AM,455,0,401.5914592,,0
11:20:14 AM,455,0.07,401.5914592,,0
11:20:15 AM,455,0.27,401.5914592,,0
11:20:16 AM,455,0,401.5914592,,0
11:20:17 AM,455,0.07,401.5914592,,0
11:20:18 AM,455,0,401.5914592,,0
11:20:19 AM,455,0.2,401.5914592,,0
11:20:20 AM,456,0.14,402.7208181,,0
11:20:21 AM,456,0.2,402.7208181,,0
11:20:22 AM,456,0.14,402.7208181,,0
11:20:23 AM,456,0.14,402.7208181,,0
11:20:24 AM,456,0,402.7208181,,0
11:20:25 AM,456,0.07,402.7208181,,0
11:20:26 AM,456,0,402.7208181,,0
11:20:27 AM,456,0.07,402.7208181,,0
11:20:28 AM,456,0,402.7208181,,0
11:20:29 AM,456,0.14,402.7208181,,0
11:20:30 AM,456,0,402.7208181,,0
11:20:31 AM,455,0,401.5914592,,0
11:20:32 AM,456,0.07,402.7208181,,0
11:20:33 AM,456,0.54,402.7208181,,0
11:20:34 AM,455,0,401.5914592,,0
11:20:35 AM,455,0,401.5914592,,0
11:20:36 AM,455,0,401.5914592,,0
11:20:37 AM,455,0.14,401.5914592,,0
11:20:38 AM,455,0,401.5914592,,0
11:20:39 AM,455,0,401.5914592,,0
11:20:40 AM,455,0.27,401.5914592,,0
11:20:41 AM,456,0.2,402.7208181,,0
11:20:42 AM,456,0,402.7208181,,0
11:20:43 AM,456,0.07,402.7208181,,0
11:20:44 AM,455,0.07,401.5914592,,0
11:20:45 AM,455,0,401.5914592,,0
11:20:46 AM,455,0,401.5914592,,0
11:20:47 AM,455,0,401.5914592,,0
11:20:48 AM,455,0.14,401.5914592,,0
11:20:49 AM,455,0.07,401.5914592,,0
11:20:50 AM,455,0,401.5914592,,0
11:20:51 AM,456,0,402.7208181,,0
11:20:52 AM,456,0,402.7208181,,0
11:20:53 AM,456,0.07,402.7208181,,0
11:20:54 AM,455,0.07,401.5914592,,0
11:20:55 AM,455,0,401.5914592,,0
11:20:56 AM,455,0.07,401.5914592,,0
11:20:57 AM,455,0.07,401.5914592,,0
11:20:58 AM,455,0,401.5914592,,0
11:20:59 AM,455,0.07,401.5914592,,0
11:21:00 AM,455,0,401.5914592,,0
11:21:01 AM,454,0,400.4621002,,0
11:21:02 AM,454,0.07,400.4621002,,0
11:21:03 AM,454,0.07,400.4621002,,0
11:21:04 AM,455,0,401.5914592,,0
11:21:05 AM,455,0.14,401.5914592,,0
11:21:06 AM,455,0.07,401.5914592,,0
11:21:07 AM,455,0.07,401.5914592,,0
11:21:08 AM,455,0.14,401.5914592,,0
11:21:09 AM,455,0,401.5914592,,0
11:21:10 AM,455,0.14,401.5914592,,0
11:21:11 AM,455,0,401.5914592,,0
11:21:12 AM,455,0.07,401.5914592,,0
11:21:13 AM,454,0.07,400.4621002,,0
11:21:14 AM,455,0.2,401.5914592,,0
11:21:15 AM,455,0.14,401.5914592,,0
11:21:16 AM,455,0,401.5914592,,0
11:21:17 AM,455,0,401.5914592,,0
11:21:18 AM,455,0.27,401.5914592,,0
11:21:19 AM,455,0,401.5914592,,0
11:21:20 AM,456,0.07,402.7208181,,0
11:21:21 AM,456,0,402.7208181,,0
11:21:22 AM,456,0.14,402.7208181,,0
11:21:23 AM,456,0,402.7208181,,0
11:21:24 AM,456,0.14,402.7208181,,0
11:21:25 AM,456,0.07,402.7208181,,0
11:21:26 AM,456,0.27,402.7208181,,0
11:21:27 AM,456,0.07,402.7208181,,0
11:21:28 AM,456,0.07,402.7208181,,0
11:21:29 AM,456,0.14,402.7208181,,0
11:21:30 AM,457,0.2,403.8501771,,0
11:21:31 AM,456,0,402.7208181,,0
11:21:32 AM,456,0.07,402.7208181,,0
11:21:33 AM,456,0.07,402.7208181,,0
11:21:34 AM,456,0,402.7208181,,0
11:21:35 AM,456,0.2,402.7208181,,0
11:21:36 AM,456,0.2,402.7208181,,0
11:21:37 AM,456,0,402.7208181,,0
11:21:38 AM,456,0.14,402.7208181,,0
11:21:39 AM,455,0.07,401.5914592,,0
11:21:40 AM,455,0,401.5914592,,0
11:21:41 AM,455,0,401.5914592,,0
11:21:42 AM,454,0.34,400.4621002,,0
11:21:43 AM,454,0.41,400.4621002,,0
11:21:44 AM,454,0.07,400.4621002,,0
11:21:45 AM,454,0.27,400.4621002,,0
11:21:46 AM,454,0,400.4621002,,0
11:21:47 AM,454,0.2,400.4621002,,0
11:21:48 AM,454,0.14,400.4621002,,0
11:21:49 AM,454,0.34,400.4621002,,0
11:21:50 AM,454,0.14,400.4621002,,0
11:21:51 AM,455,0.07,401.5914592,,0
11:21:52 AM,455,0.07,401.5914592,,0
11:21:53 AM,455,0.2,401.5914592,,0
11:21:54 AM,455,0.14,401.5914592,,0
11:21:55 AM,455,0,401.5914592,,0
11:21:56 AM,454,0,400.4621002,,0
11:21:57 AM,454,0.2,400.4621002,,0
11:21:58 AM,454,0.47,400.4621002,,0
11:21:59 AM,454,0.27,400.4621002,,0
11:22:00 AM,454,0.14,400.4621002,,0
11:22:01 AM,454,0.14,400.4621002,,0
11:22:02 AM,455,0.14,401.5914592,,0
11:22:03 AM,455,0,401.5914592,,0
11:22:04 AM,455,0.07,401.5914592,,0
11:22:05 AM,455,0,401.5914592,,0
11:22:06 AM,456,0.2,402.7208181,,0
11:22:07 AM,455,0.2,401.5914592,,0
11:22:08 AM,455,0,401.5914592,,0
11:22:09 AM,455,0.14,401.5914592,,0
11:22:10 AM,455,0.07,401.5914592,,0
11:22:11 AM,456,0.2,402.7208181,,0
11:22:12 AM,455,0,401.5914592,,0
11:22:13 AM,455,0,401.5914592,,0
11:22:14 AM,455,0.14,401.5914592,,0
11:22:15 AM,455,0.27,401.5914592,,0
11:22:16 AM,455,0.14,401.5914592,,0
11:22:17 AM,455,0,401.5914592,,0
11:22:18 AM,455,0,401.5914592,,0
11:22:19 AM,455,0,401.5914592,,0
11:22:20 AM,454,0,400.4621002,,0
11:22:21 AM,454,0,400.4621002,,0
11:22:22 AM,454,0.14,400.4621002,,0
11:22:23 AM,455,0.2,401.5914592,,0
11:22:24 AM,454,0.07,400.4621002,,0
11:22:25 AM,454,0.14,400.4621002,,0
11:22:26 AM,455,0.07,401.5914592,,0
11:22:27 AM,455,0.07,401.5914592,,0
11:22:28 AM,455,0,401.5914592,,0
11:22:29 AM,455,0,401.5914592,,0
11:22:30 AM,456,0,402.7208181,,0
11:22:31 AM,455,0,401.5914592,,0
11:22:32 AM,455,0.07,401.5914592,,0
11:22:33 AM,455,0.2,401.5914592,,0
11:22:34 AM,455,0,401.5914592,,0
11:22:35 AM,456,0,402.7208181,,0
11:22:36 AM,455,0,401.5914592,,0
11:22:37 AM,455,0.07,401.5914592,,0
11:22:38 AM,455,0,401.5914592,,0
11:22:39 AM,454,0,400.4621002,,0
11:22:40 AM,454,0.07,400.4621002,,0
11:22:41 AM,453,0.07,399.3327413,,0
11:22:42 AM,453,0.14,399.3327413,,0
11:22:43 AM,454,0.07,400.4621002,,0
11:22:44 AM,455,0.07,401.5914592,,0
11:22:45 AM,455,0,401.5914592,,0
11:22:46 AM,454,0,400.4621002,,0
11:22:47 AM,455,0,401.5914592,,0
11:22:48 AM,454,0,400.4621002,,0
11:22:49 AM,454,0.27,400.4621002,,0
11:22:50 AM,454,0.14,400.4621002,,0
11:22:51 AM,454,0,400.4621002,,0
11:22:52 AM,454,0.07,400.4621002,,0
11:22:53 AM,454,0.07,400.4621002,,0
11:22:54 AM,453,0.14,399.3327413,,0
11:22:55 AM,452,0,398.2033824,,0
11:22:56 AM,452,0.27,398.2033824,,0
11:22:57 AM,452,0,398.2033824,,0
11:22:58 AM,452,0.14,398.2033824,,0
11:22:59 AM,452,0.2,398.2033824,,0
11:23:00 AM,453,0.14,399.3327413,,0
11:23:01 AM,453,0,399.3327413,,0
11:23:02 AM,453,0.2,399.3327413,,0
11:23:03 AM,454,0.2,400.4621002,,0
11:23:04 AM,453,0,399.3327413,,0
11:23:05 AM,453,0.07,399.3327413,,0
11:23:06 AM,453,0.14,399.3327413,,0
11:23:07 AM,453,0.14,399.3327413,,0
11:23:08 AM,453,0,399.3327413,,0
11:23:09 AM,453,0.07,399.3327413,,0
11:23:10 AM,453,0.27,399.3327413,,0
11:23:11 AM,453,0.27,399.3327413,,0
11:23:12 AM,453,0,399.3327413,,0
11:23:13 AM,453,0,399.3327413,,0
11:23:14 AM,453,0,399.3327413,,0
11:23:15 AM,453,0.14,399.3327413,,0
11:23:16 AM,454,0.27,400.4621002,,0
11:23:17 AM,454,0,400.4621002,,0
11:23:18 AM,453,0.07,399.3327413,,0
11:23:19 AM,453,0.27,399.3327413,,0
11:23:20 AM,453,0,399.3327413,,0
11:23:21 AM,453,0,399.3327413,,0
11:23:22 AM,453,0.14,399.3327413,,0
11:23:23 AM,453,0.07,399.3327413,,0
11:23:24 AM,453,0,399.3327413,,0
11:23:25 AM,453,0,399.3327413,,0
11:23:26 AM,453,0.07,399.3327413,,0
11:23:27 AM,453,0,399.3327413,,0
11:23:28 AM,453,0.14,399.3327413,,0
11:23:29 AM,453,0.07,399.3327413,,0
11:23:30 AM,454,0.14,400.4621002,,0
11:23:31 AM,454,0.27,400.4621002,,0
11:23:32 AM,454,0,400.4621002,,0
11:23:33 AM,454,0.34,400.4621002,,0
11:23:34 AM,453,0,399.3327413,,0
11:23:35 AM,453,0.07,399.3327413,,0
11:23:36 AM,454,0.14,400.4621002,,0
11:23:37 AM,453,0,399.3327413,,0
11:23:38 AM,453,0.07,399.3327413,,0
11:23:39 AM,453,0,399.3327413,,0
11:23:40 AM,453,0.14,399.3327413,,0
11:23:41 AM,453,0.14,399.3327413,,0
11:23:42 AM,453,0,399.3327413,,0
11:23:43 AM,453,0.34,399.3327413,,0
11:23:44 AM,453,0.2,399.3327413,,0
11:23:45 AM,453,0,399.3327413,,0
11:23:46 AM,453,0,399.3327413,,0
11:23:47 AM,453,0.07,399.3327413,,0
11:23:48 AM,453,0.27,399.3327413,,0
11:23:49 AM,453,0.07,399.3327413,,0
11:23:50 AM,453,0,399.3327413,,0
11:23:51 AM,453,0.2,399.3327413,,0
11:23:52 AM,453,0,399.3327413,,0
11:23:53 AM,452,0.07,398.2033824,,0
11:23:54 AM,453,0.07,399.3327413,,0
11:23:55 AM,453,0.14,399.3327413,,0
11:23:56 AM,453,0.07,399.3327413,,0
11:23:57 AM,454,0,400.4621002,,0
11:23:58 AM,454,0.14,400.4621002,,0
11:23:59 AM,453,0.2,399.3327413,,0
11:24:00 AM,453,0.07,399.3327413,,0
11:24:01 AM,453,0.27,399.3327413,,0
11:24:02 AM,453,0.07,399.3327413,,0
11:24:03 AM,453,0.14,399.3327413,,0
11:24:04 AM,453,0.07,399.3327413,,0
11:24:05 AM,453,0.47,399.3327413,,0
11:24:06 AM,453,0,399.3327413,,0
11:24:07 AM,453,0.14,399.3327413,,0
11:24:08 AM,453,0.07,399.3327413,,0
11:24:09 AM,453,0.27,399.3327413,,0
11:24:10 AM,453,0,399.3327413,,0
11:24:11 AM,453,0.07,399.3327413,,0
11:24:12 AM,453,0.2,399.3327413,,0
11:24:13 AM,453,0.47,399.3327413,,0
11:24:14 AM,453,0,399.3327413,,0
11:24:15 AM,453,0.07,399.3327413,,0
11:24:16 AM,453,0.14,399.3327413,,0
11:24:17 AM,453,0.07,399.3327413,,0
11:24:18 AM,453,0,399.3327413,,0
11:24:19 AM,453,0,399.3327413,,0
11:24:20 AM,454,0.07,400.4621002,,0
11:24:21 AM,456,0,402.7208181,,0
11:24:22 AM,457,0.07,403.8501771,,0
11:24:23 AM,459,0.07,406.1088949,,0
11:24:24 AM,460,0,407.2382539,,0
11:24:25 AM,461,0.47,408.3676128,,0
11:24:26 AM,462,0.14,409.4969717,,0
11:24:27 AM,463,0.14,410.6263307,,0
11:24:28 AM,463,0,410.6263307,,0
11:24:29 AM,463,0.14,410.6263307,,0
11:24:30 AM,464,0.07,411.7556896,,0
11:24:31 AM,467,0.07,415.1437664,,0
11:24:32 AM,470,0.2,418.5318432,,0
11:24:33 AM,469,0.14,417.4024843,,0
11:24:34 AM,470,0.07,418.5318432,,0
11:24:35 AM,471,0.27,419.6612022,,0
11:24:36 AM,473,0.14,421.9199201,,0
11:24:37 AM,473,0,421.9199201,,0
11:24:38 AM,473,0.2,421.9199201,,0
11:24:39 AM,473,0,421.9199201,,0
11:24:40 AM,472,0,420.7905611,,0
11:24:41 AM,472,0,420.7905611,,0
11:24:42 AM,471,0,419.6612022,,0
11:24:43 AM,471,0.27,419.6612022,,0
11:24:44 AM,473,0.14,421.9199201,,0
11:24:45 AM,485,0.14,435.4722273,,0
11:24:46 AM,518,0.27,472.7410723,41.37322212,0.450544363
11:24:47 AM,539,0.34,496.45761,65.08975981,0.640357801
11:24:48 AM,553,0.34,512.2686351,80.90078494,0.640357801
11:24:49 AM,641,0.27,611.6522216,180.2843715,0.450544363
11:24:50 AM,796,1.02,786.702857,355.3350068,2.484259766
11:24:51 AM,927,1.08,934.6488778,503.2810277,2.646956998
11:24:52 AM,971,1.42,984.3406711,552.9728209,3.568907981
11:24:53 AM,933,1.29,941.4250314,510.0571813,3.216397311
11:24:54 AM,828,1.29,822.842343,391.4744928,3.216397311
11:24:55 AM,742,1.29,725.7174743,294.3496242,3.216397311
11:24:56 AM,751,1.76,735.8817048,304.5138546,4.490858963
11:24:57 AM,761,1.76,747.1752941,315.807444,4.490858963
