Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SampleID,Sample,SlideRep,FOV,LIVECounts,DEADCounts,TotalCells,Clumps.4ormorecells.,CellsPerClump,Notes.x,LB_Batch,DATE_UTC,DateTime_MDT,DateTime_UTC,Day,Platform,FilterType,FlowRate,Volume_L,SamplingDuration_dmin,SampleStart_UTC,SampleEnd_UTC,Notes.y,SampleID_short,RepVolume_L,RepVolume_m3
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,3,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,4,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,7,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,8,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,13,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,15,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,17,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,18,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,21,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,22,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,28,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,29,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,32,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,34,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,38,0,0,0,NA,,,F23B,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,3,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,4,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,5,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,9,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,11,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,18,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,19,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,20,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,21,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,22,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,23,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,25,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,28,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,29,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,31,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,33,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,34,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,36,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,37,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,38,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,40,0,0,0,NA,,,F23F,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,1,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,2,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,6,0,1,1,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,9,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,11,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,12,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,17,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,19,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,20,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,22,0,3,3,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,27,0,1,1,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,30,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,31,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,36,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,37,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,38,0,0,0,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B,,A,40,0,1,1,NA,,,F23C,2023-10-11,2023-10-11T02:05:00Z,2023-10-11T02:05:00Z,3,Blank,PTFE,4,0,NA,2023-10-11T02:05:00Z,NA,,Blank4,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,1,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,3,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,4,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,5,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,11,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,12,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,13,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,15,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,16,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,17,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,18,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,19,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,21,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,22,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,26,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,27,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,33,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,34,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,37,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,39,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B,,A,40,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T20:52:00Z,2023-10-10T20:52:00Z,3,Blank,PTFE,4,0,NA,2023-10-10T20:52:00Z,NA,,Blank3,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,2,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,3,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,4,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,5,0,3,3,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,17,0,1,1,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,19,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,20,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,21,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,26,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,27,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,28,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,29,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,30,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,31,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,32,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B,,A,36,0,0,0,NA,,,F23C,2023-10-10,2023-10-10T01:44:00Z,2023-10-10T01:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-10T01:44:00Z,NA,,Blank2,0,0
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B,,A,11,0,0,0,NA,,,F23C,2023-10-09,2023-10-09T17:44:00Z,2023-10-09T17:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-09T17:44:00Z,NA,,Blank1,0,0
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B,,A,12,0,0,0,NA,,,F23C,2023-10-09,2023-10-09T17:44:00Z,2023-10-09T17:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-09T17:44:00Z,NA,,Blank1,0,0
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B,,A,13,0,0,0,NA,,,F23C,2023-10-09,2023-10-09T17:44:00Z,2023-10-09T17:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-09T17:44:00Z,NA,,Blank1,0,0
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B,,A,15,0,0,0,NA,,,F23C,2023-10-09,2023-10-09T17:44:00Z,2023-10-09T17:44:00Z,2,Blank,PTFE,4,0,NA,2023-10-09T17:44:00Z,NA,,Blank1,0,0
