Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SlideID,Sample,SlideRep,FOV,LIVECounts,DEADCounts,TotalCells,Clumps.4ormorecells.,CellsPerClump,Notes
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,39,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,40,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,3,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,4,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,7,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,8,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,13,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,15,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,17,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,18,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,21,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,22,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,28,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,29,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,32,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,34,0,0,0,NA,,
KONZA4,Button,LabBlank,S9PI,20240807,2/7/2025,Lampman,K4_BlankA_20240807,"B10B_A,B11B_A,B12B_A",A,38,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,3,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,4,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,5,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,9,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,11,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,18,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,19,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,20,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,21,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,22,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,23,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,25,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,28,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,29,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,31,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,33,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,34,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,36,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,37,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,38,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20250205,2/7/2025,Lampman,LabBlankA_20250205,"R11B_A,R12B_A,R13B_A,R14B_A,R15B_A,B7B_A,B8B_A",A,40,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,11,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,13,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,25,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,26,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,27,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,28,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,31,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,32,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,33,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,34,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/12/2025,Lampman,R11_B,R11,A,40,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,1,0,10,10,1,10,ph48
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,11,0,4,4,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,14,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,15,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,16,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,17,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,27,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,28,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,29,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R12_B,R12,A,38,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,8,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,10,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,21,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,22,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,24,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,30,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,32,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,34,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,36,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,37,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/24/2025,Lampman,R13_B,R13,A,39,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/26/2025,Lampman,R14_B,R14,A,20,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250212,2/26/2025,Lampman,R14_B,R14,A,40,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250117,3/3/2025,Lampman,R7_B,R7,A,24,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/3/2025,Lampman,B9_B,B9,A,15,0,4,4,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/3/2025,Lampman,B9_B,B9,A,19,0,7,7,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/3/2025,Lampman,B9_B,B9,A,30,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,2,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,3,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,7,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,8,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,9,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,17,0,1,1,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,20,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,22,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,25,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,26,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,27,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,29,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,30,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,31,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,33,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,34,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,35,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,38,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,39,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250221,2/28/2025,Lampman,R15_B,R15,A,40,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,1,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,4,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,15,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,16,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,19,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,22,0,1,1,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,23,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,24,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,25,0,8,8,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,31,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,34,0,0,0,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,36,0,3,3,NA,,
FASMEE23,Button,Smoke,S9PI,20250127,3/5/2025,Lampman,R9_B,R9,A,40,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,1,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,2,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,6,0,1,1,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,9,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,11,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,12,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,17,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,19,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,20,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,22,0,3,3,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,27,0,1,1,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,30,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,31,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,36,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,37,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,38,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank4B_A,,A,40,0,1,1,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,1,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,3,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,4,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,5,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,11,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,12,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,13,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,15,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,16,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,17,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,18,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,19,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,21,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,22,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,26,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,27,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,33,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,34,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,37,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,39,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank3B_A,,A,40,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,2,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,3,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,4,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,5,0,3,3,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,17,0,1,1,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,19,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,20,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,21,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,26,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,27,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,28,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,29,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,30,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,31,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,32,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241201,3/21/2025,Lampman,Blank2B_A,,A,36,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,11,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,12,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,13,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,15,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,16,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,17,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,21,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,22,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,24,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,25,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,27,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,28,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,29,0,1,1,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,35,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,36,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,37,0,0,0,NA,,
FASMEE23,Button,FieldBlank,S9PI,20241119,3/21/2025,Lampman,Blank1B_A,,A,40,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,1,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,2,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,3,0,1,1,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,4,0,1,1,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,5,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,6,0,2,2,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,7,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,8,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,9,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,10,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,11,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,12,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,13,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,20,0,0,0,NA,,
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R5B_A,R4B_A,R3B_A,R2B_A,R1B_A, B3B_A,B2B_A",A,21,0,0,0,NA,,
