Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SlideID,Sample,SlideRep,SporesCounted,FOV,LIVECounts,DEADCounts,TotalCells,TotalSpores,Clumps.4ormorecells.,CellsPerClump,Mycelia,Notes
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,FALSE,2,,,,0,,,1,0.3
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,TRUE,3,,,,2,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,TRUE,4,,,,3,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,TRUE,5,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,TRUE,7,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,TRUE,9,,,,1,,,1,0.25
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R4_B,R4B,B,FALSE,10,,,,0,,,2,".25,.5"
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,2,,,,1,,,4,".3,.3,.25,.25"
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,4,,,,2,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,5,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,6,,,,6,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,7,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,8,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,TRUE,9,,,,2,,,1,0.5
FASMEE23,Button,Ambient,CW/KOH,20241223,12/23/2024,Lampman,R5_B,R5B,B,FALSE,10,,,,0,,,0,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,1,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,TRUE,2,,,,5,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,3,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,4,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,5,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,6,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,7,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,8,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,9,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240807,10/24/2024,Lampman,LabBlank_B_20240807,"B10B_A,B11B_A,B12B_A",B,FALSE,10,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,1,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,2,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,3,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,4,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,5,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,6,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,7,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,8,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,9,,,,0,,,,
KONZA4,Button,LabBlank,CW/KOH,20240503,10/24/2024,Lampman,LabBlank_C_20240503,"B5B_B,B1B_B, R8B_B",C,FALSE,10,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,1,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,2,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,3,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,4,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,5,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,6,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,7,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,8,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,9,0,0,0,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20250205,2/7/2025,Lampman,LabBlank_B_20250205,"R11B_B,R12B_B,R13B_B,R14B_B,R15B_B,B7B_B,B8B_B",B,FALSE,10,0,0,0,0,,,,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,TRUE,1,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,TRUE,2,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,4,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,5,,,,0,,,2,".5,.5"
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,TRUE,9,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/14/2025,Lampman,R15_B,R15,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,TRUE,2,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,TRUE,3,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,FALSE,4,,,,0,,,1,0.5
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,TRUE,5,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,TRUE,6,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,TRUE,7,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,FALSE,9,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R14_B,R14,B,FALSE,10,,,,0,,,3,".25,.25,.25"
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,2,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,3,,,,0,,,1,0.5
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,TRUE,4,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,TRUE,7,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,FALSE,9,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R13_B,R13,B,TRUE,10,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,1,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,FALSE,2,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,3,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,4,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,5,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,6,,,,4,,,1,0.3
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,7,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,8,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,9,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/14/2025,Lampman,R12_B,R12,B,TRUE,10,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,2,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,4,,,,0,,,1,0.2
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,TRUE,7,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,TRUE,9,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/12/2025,Lampman,B7_B,B7,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,TRUE,1,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,TRUE,2,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,FALSE,4,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,FALSE,6,,,,0,,,1,0.2
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,FALSE,7,,,,0,,,1,0.5
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,TRUE,9,,,,5,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,R9_B,R9,B,TRUE,10,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,2,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,TRUE,4,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,TRUE,5,,,,6,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,TRUE,9,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250127,3/12/2025,Lampman,B9_B,B9,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,2,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,TRUE,3,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,4,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,TRUE,8,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,9,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250117,3/12/2025,Lampman,R7_B,R7,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,FALSE,2,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,TRUE,3,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,TRUE,4,,,,6,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,FALSE,5,,,,0,,,1,0.5
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,TRUE,6,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,FALSE,7,,,,0,,,1,0.25
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,TRUE,8,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,TRUE,9,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250221,3/10/2025,Lampman,B8_B,B8,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,1,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,2,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,3,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,4,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,5,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,6,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,TRUE,9,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250212,3/17/2025,Lampman,R11_B,R11,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,1,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,2,,,,2,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,3,,,,1,,,2,".2,.5"
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,4,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,5,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,6,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,FALSE,8,,,,0,,,1,0.0125
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,FALSE,9,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250203,3/17/2025,Lampman,R10_B,R10,B,TRUE,10,,,,3,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,FALSE,2,,,,0,,,1,0.75
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,TRUE,3,,,,2,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,FALSE,4,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,TRUE,7,,,,4,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,TRUE,8,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,TRUE,9,,,,5,,,0,
FASMEE23,Button,Ambient,CW/KOH,20250115,3/17/2025,Lampman,R6_B,R6,B,TRUE,10,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,1,,,,1,,,1,0.25
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,2,,,,5,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,3,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,4,,,,1,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,5,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,6,,,,3,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,8,,,,4,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,FALSE,9,,,,0,,,0,
FASMEE23,Button,Smoke,CW/KOH,20250115,3/17/2025,Lampman,B6_B,B6,B,TRUE,10,,,,3,,,0,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,1,4,0,4,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,2,2,0,2,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,3,2,0,2,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,4,0,0,0,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,5,2,0,2,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,6,3,0,3,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,7,0,0,0,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,8,0,0,0,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,9,3,0,3,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,10,2,0,2,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,11,4,0,4,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,12,1,0,1,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,13,0,0,0,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,14,0,0,0,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,15,0,0,0,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,16,2,0,2,0,0,,,
FASMEE23,Button,Ambient,S9PI,20240505,11/7/2024,Lampman,B1_B,B1,A,FALSE,17,3,2,5,0,0,,,
